time,best_perplexity_mean,best_perplexity_std,num_runs
0.0,2791.9056785574994,51.88026611266609,10
10.0,2787.4968831671918,53.30167054607942,10
20.0,2783.0880877768845,55.29755192393931,10
30.0,2778.6792923865773,57.808438045453016,10
40.0,2774.27049699627,60.77052628063565,10
50.0,2769.861701605963,64.12131715967878,10
60.0,2765.4529062156557,67.80320684786993,10
70.0,2761.0441108253485,71.76525272103623,10
80.0,2756.6353154350413,75.96363098265898,10
90.0,2752.226520044734,80.36130947614795,10
100.0,2747.817724654427,84.92733355091923,10
110.0,2743.4089292641193,89.63598051069222,10
120.0,2739.000133873812,94.46592568145157,10
130.0,2734.591338483505,99.39948854139098,10
140.0,2730.1825430931976,104.42198343463374,10
150.0,2725.7737477028904,109.52117613161384,10
160.0,2721.3649523125832,114.68683670228798,10
170.0,2716.956156922276,119.91037527669904,10
180.0,2712.547361531969,125.18454688944855,10
190.0,2707.7788131914785,130.24408237803652,10
200.0,2700.5195258471927,133.8483105683148,10
210.0,2693.260238502906,137.9895513816276,10
220.0,2686.00095115862,142.62103330164567,10
230.0,2672.809583036024,141.39727530345198,10
240.0,2659.459575216107,142.51014579220657,10
250.0,2646.1095673961913,146.0972970578242,10
260.0,2632.759559576275,151.9836343982424,10
270.0,2619.4154475808327,159.90971517769637,10
280.0,2606.6000348291286,169.12899997905708,10
290.0,2591.4602288643227,180.9944331934853,10
300.0,2577.36966152235,193.54614718895144,10
310.0,2566.117896631597,204.62161532139794,10
320.0,2560.1413535892875,209.67237764206328,10
330.0,2554.164810546979,214.89011131588384,10
340.0,2548.654190578765,219.71095681811036,10
350.0,2539.2489124572826,216.42047547431028,10
360.0,2525.8288144149024,210.9293530826015,10
370.0,2512.4282659484024,207.19399556721305,10
380.0,2499.445547532363,205.11497280334834,10
390.0,2474.846905640975,218.54771331354257,10
400.0,2440.563014972911,251.69712368886476,10
410.0,2414.73673064822,273.2157188791562,10
420.0,2377.113757186415,291.9852602872966,10
430.0,2343.7517896044874,322.73596604674225,10
440.0,2318.1853599203014,347.6594989852133,10
450.0,2296.065584286712,353.5805605837946,10
460.0,2273.0265027050937,349.4993896929044,10
470.0,2225.7928313719244,353.3328686689337,10
480.0,2181.904184566425,365.8979783738903,10
490.0,2152.353486144114,373.579200726649,10
500.0,2130.368046410057,379.3348683618446,10
510.0,2101.511305447132,378.23006560107973,10
520.0,2060.90780577392,385.69706495928796,10
530.0,2021.4536615293277,394.3029341326301,10
540.0,1989.2044349930882,392.8066828537642,10
550.0,1948.9563267129663,386.8750632087437,10
560.0,1902.2391143613845,390.4315948502239,10
570.0,1861.3545897896747,392.77333019755076,10
580.0,1828.5153395310303,384.1203868001512,10
590.0,1805.6258523641675,383.1594681986271,10
600.0,1788.8227619069555,386.72338033637845,10
610.0,1763.0984335689427,395.55495468119835,10
620.0,1724.4207621049081,402.7361886288591,10
630.0,1696.73404013203,405.67984002129316,10
640.0,1673.877346323381,388.81541165038993,10
650.0,1643.7809267105222,360.1880787097679,10
660.0,1627.1432394420742,334.14523343362805,10
670.0,1607.7416562702372,306.87445909651836,10
680.0,1586.5924759223544,280.2499729998783,10
690.0,1547.1022103067244,251.57723724931054,10
700.0,1519.7895886428528,244.8571806037137,10
710.0,1511.6615993672967,232.7223654199786,10
720.0,1489.8305348929728,208.30906763479848,10
730.0,1454.7128035526298,169.8834004331557,10
740.0,1442.6438385320635,156.02670416284124,10
750.0,1422.2081265453842,133.24081444153484,10
760.0,1406.2028019284073,132.14281291420733,10
770.0,1404.9035108647136,131.27738564308416,10
780.0,1404.898683523265,131.26644153780106,10
790.0,1404.898683523265,131.26644153780106,10
800.0,1382.9883684388474,105.2758038819181,10
810.0,1378.8088615232646,104.88412601101786,10
820.0,1378.8088615232646,104.88412601101786,10
830.0,1378.8088615232646,104.88412601101786,10
840.0,1378.8088615232646,104.88412601101786,10
850.0,1378.8088615232646,104.88412601101786,10
