iter,T_best,best_perplexity,T_current,current_fitness,strategy,temperature,improvement,step_time,cum_time,no_improvement_count
0,115,2647.034019970684,115,2647.034019970684,initial,1.0,True,0.0003738000523298979,0.0003749000607058406,0
1,13,1704.5625342185272,13,1704.5625342185272,transformer,0.95,True,4.68471500009764,4.685092900064774,0
2,13,1704.5625342185272,407,413327.2483206966,transformer,0.9025,False,40.76388149999548,45.44973240001127,1
3,13,1704.5625342185272,232,9706.024804535842,exploration,0.8573749999999999,False,23.56741489993874,69.01759609999135,2
4,13,1704.5625342185272,232,9706.024804535842,exploration,0.8145062499999999,False,2.4799956008791924e-05,69.0180873000063,3
5,13,1704.5625342185272,11,1725.8030536385138,exploration,0.7737809374999999,False,4.494645099970512,73.5131353000179,4
6,13,1704.5625342185272,795,522226732700.1849,exploration,0.7350918906249998,False,84.81265320000239,158.32610219996423,5
7,13,1704.5625342185272,488,4206129.139923508,transformer,0.6983372960937497,False,49.074861800065264,207.40136619994882,6
8,13,1704.5625342185272,2,1879.9626716173454,transformer,0.6634204312890623,False,5.284254499943927,212.68605819996446,7
9,13,1704.5625342185272,2,1879.9626716173454,transformer,0.6302494097246091,False,3.599992487579584e-05,212.6864078999497,8
10,13,1704.5625342185272,2,1879.9626716173454,transformer,0.5987369392383786,False,2.859998494386673e-05,212.68698969995603,9
11,13,1704.5625342185272,559,48156524.46255455,transformer,0.5688000922764596,False,58.15582089999225,270.84340839996,10
12,13,1704.5625342185272,525,14146730.510941075,exploration,0.5403600876626365,False,53.14077759999782,323.984685500036,11
13,13,1704.5625342185272,98,2309.383343635225,exploration,0.5133420832795047,False,2.329994458705187e-05,323.9851485999534,12
14,13,1704.5625342185272,324,55868.71418662886,exploration,0.48767497911552943,False,31.891358599998057,355.8768347000005,13
15,13,1704.5625342185272,642,914261211.4172909,exploration,0.46329123015975293,False,66.68213410000317,422.55942519998644,14
16,13,1704.5625342185272,28,1808.9636723148035,transformer,0.44012666865176525,False,6.27838279993739,428.8382729999721,15
17,13,1704.5625342185272,397,328930.19960070326,exploration,0.41812033521917696,False,38.63926789991092,467.477872199961,16
18,13,1704.5625342185272,489,4428357.063527149,exploration,0.3972143184582181,False,48.86032770003658,516.3386024000356,17
19,13,1704.5625342185272,2,1879.9626716173454,transformer,0.37735360253530714,False,3.490003291517496e-05,516.3390874000033,18
20,13,1704.5625342185272,767,160294346348.30765,exploration,0.35848592240854177,False,81.45693610003218,597.7963943999493,19
