iter,best_perplexity,pop_mean,pop_std,pop_min,pop_max,T_best,alpha_best,eta_best,step_time,cum_time,no_improvement_count,relative_change_pct
-1,1833.291832408436,70666520098421.16,213595305471593.84,1833.291832408436,854656293447675.9,33,0.030303030303030304,0.030303030303030304,0.0,0.0,0,0.0
0,1833.291832408436,775759.7135269807,2294560.2266058503,1833.291832408436,10109689.009460654,33,0.030303030303030304,0.030303030303030304,165.9250867080118,1018.4454554169934,1,0.0
1,1786.338418599011,2603.659174870745,2362.7367044771036,1786.338418599011,12829.656886727602,32,0.03125,0.03125,22.390745208991575,1040.8388239999913,0,2.5611532751848496
2,1768.574104443232,1878.8859122339004,127.8980600516499,1768.574104443232,2383.8216684884774,28,0.03571428571428571,0.03571428571428571,13.311016624997137,1054.150638207997,1,0.9944540167092829
3,1768.574104443232,1819.239341106571,47.991993162753985,1768.574104443232,1941.0340148410323,28,0.03571428571428571,0.03571428571428571,11.58634041598998,1065.7381034999999,2,0.0
4,1742.5379687892328,1828.0313703543438,80.98523131762308,1742.5379687892328,1941.0340148410323,23,0.043478260869565216,0.043478260869565216,9.734390291996533,1075.4733206669916,0,1.4721540696874427
5,1742.5379687892328,1772.7144742308253,38.88267922472339,1742.5379687892328,1933.4799021398192,23,0.043478260869565216,0.043478260869565216,0.00014116599049884826,1075.475939416996,1,0.0
6,1727.9931837576696,1749.7815490746525,15.313202791969049,1727.9931837576696,1797.5857934486469,8,0.125,0.125,9.451733875001082,1084.9283516669966,2,0.8346897050208496
7,1727.9931837576696,1746.0757505063034,14.456877547759209,1727.9931837576696,1797.5857934486469,8,0.125,0.125,6.553681042001699,1091.4827906669962,3,0.0
8,1727.9931837576696,1740.7733933960535,9.662681168183163,1727.9931837576696,1764.900035035528,8,0.125,0.125,7.314002250001067,1098.797664624988,4,0.0
9,1723.4534898904674,1735.215276934942,12.136287974500211,1723.4534898904674,1767.3439647346509,9,0.1111111111111111,0.1111111111111111,3.0151359169976786,1101.8137733329932,5,0.26271480176387485
